,PMCID,Class_mean
15746,['7642590'],Irrelevant
38132,['6406434'],Irrelevant
34282,['6594618'],Irrelevant
78104,['3459653'],Irrelevant
6239,['8198890'],Irrelevant
64148,['4755130'],Irrelevant
5066,['8224118'],Irrelevant
8609,['8007299'],Irrelevant
72380,['3942450'],Irrelevant
31010,['6917921'],Irrelevant
19089,['7430722'],Irrelevant
85032,['2606064'],Irrelevant
21143,['7326226'],Irrelevant
66276,['4442142'],Irrelevant
5148,['8243627'],Irrelevant
57295,['5161256'],Irrelevant
68926,['4264197'],Irrelevant
64070,['4656908'],Irrelevant
78785,['3498710'],Irrelevant
3329,['8342995'],Irrelevant
16746,['7820976'],Irrelevant
24453,['7144989'],Irrelevant
73072,['3898784'],Irrelevant
43057,['6207174'],Irrelevant
47409,['5815603'],Irrelevant
67022,['4378888'],Irrelevant
67777,['4324632'],Irrelevant
39427,['6317247'],Irrelevant
19807,['7438799'],Irrelevant
62182,['4739083'],Irrelevant
2945,['8364841'],Irrelevant
77463,['3510075'],Irrelevant
59003,['4971422'],Irrelevant
18517,['7564085'],Irrelevant
75584,['4282100'],Irrelevant
86801,['3366741'],Irrelevant
17431,['7498298'],Irrelevant
26704,['7070598'],Irrelevant
68805,['4289293'],Irrelevant
81840,['3090305'],Irrelevant
14971,['7670424'],Irrelevant
37142,['6438904'],Irrelevant
40564,['6247172'],Irrelevant
10441,['7924039'],Irrelevant
55215,['5429085'],Irrelevant
6437,['8144369'],Irrelevant
50263,['5655399'],Irrelevant
78050,['3467437'],Irrelevant
54709,['5348505'],Irrelevant
84010,['2794861'],Irrelevant
81532,['3112207'],Irrelevant
86876,['6148008'],Irrelevant
79406,['3346689'],Irrelevant
28448,['7023205'],Irrelevant
58486,['5342606'],Irrelevant
50022,['5710115'],Irrelevant
55041,['5397994'],Irrelevant
15892,['7591489'],Irrelevant
77650,['3503332'],Irrelevant
22011,['7403960'],Irrelevant
86233,['7135013'],Irrelevant
37741,['6420981'],Irrelevant
88065,['7135175'],Irrelevant
84258,['2753337'],Irrelevant
54516,['5363007'],Irrelevant
67772,['4330029'],Irrelevant
38398,['7857482'],Irrelevant
14161,['7758712'],Irrelevant
68540,['4261815'],Irrelevant
14466,['7734577'],Irrelevant
42557,['6125601'],Irrelevant
84599,['2861814'],Irrelevant
82320,['3042663'],Irrelevant
4471,['8281710'],Irrelevant
84408,['2729748'],Irrelevant
38509,['6386929'],Irrelevant
5136,['8206130'],Irrelevant
65994,['4748131'],Irrelevant
25655,['7179399'],Irrelevant
62067,['4812438'],Irrelevant
738,['8472229'],Irrelevant
21858,['7357096'],Irrelevant
65525,['4508479'],Irrelevant
68273,['4285251'],Irrelevant
51093,['5595346'],Irrelevant
12511,['8091139'],Irrelevant
11454,['7869069'],Irrelevant
50550,['5610337'],Irrelevant
64383,['4575197'],Irrelevant
86438,['3294734'],Irrelevant
802,['8459005'],Irrelevant
12749,['8057498'],Irrelevant
46865,['5874637'],Irrelevant
47806,['5793365'],Irrelevant
80224,['5760896'],Irrelevant
4870,['8260688'],Irrelevant
57510,['5626244'],Irrelevant
75623,['4718390'],Irrelevant
14460,['7760292'],Irrelevant
71200,['4036753'],Irrelevant
15363,['7670754'],Irrelevant
87242,['3323067'],Irrelevant
62221,['4734505'],Irrelevant
38525,['6362577'],Irrelevant
75258,['3701671'],Irrelevant
59432,['5052331'],Irrelevant
3016,['8348862'],Irrelevant
11419,['7931029'],Irrelevant
82535,['2991690'],Irrelevant
21292,['7318530'],Irrelevant
79022,['3367924'],Irrelevant
80918,['3198409'],Irrelevant
21253,['7436827'],Irrelevant
18151,['7477225'],Irrelevant
31448,['6760771'],Irrelevant
72742,['3915096'],Irrelevant
54512,['5363806'],Irrelevant
46984,['5834850'],Irrelevant
63821,['4619474'],Irrelevant
63894,['4612410'],Irrelevant
12666,['7790297'],Irrelevant
81914,['3371952'],Irrelevant
37466,['6423059'],Irrelevant
55456,['5964468'],Irrelevant
24364,['7222071'],Irrelevant
6108,['8175245'],Irrelevant
76726,['3574843'],Irrelevant
27301,['6985174'],Irrelevant
85152,['2583338'],Irrelevant
84983,['2628297'],Irrelevant
23036,['7229185'],Irrelevant
19924,['7463675'],Irrelevant
18899,['7551672'],Irrelevant
71041,['4065078'],Irrelevant
79949,['7108238'],Irrelevant
59421,['4942249'],Irrelevant
24884,['7180760'],Irrelevant
53796,['5406888'],Irrelevant
50946,['5585239'],Irrelevant
86219,['2725882'],Irrelevant
86798,['3366750'],Irrelevant
7671,['8100233'],Irrelevant
41247,['6203844'],Irrelevant
51042,['5572870'],Irrelevant
61589,['4778278'],Irrelevant
56856,['5123366'],Irrelevant
46144,['5918160'],Irrelevant
80221,['3273893'],Irrelevant
4774,['8266483'],Irrelevant
71637,['4052298'],Irrelevant
50989,['5658559'],Irrelevant
83303,['2887450'],Irrelevant
50559,['5609746'],Irrelevant
52431,['5735565'],Irrelevant
74787,['4155329'],Irrelevant
83093,['2905437'],Irrelevant
20794,['7397200'],Irrelevant
81969,['3070641'],Irrelevant
20225,['7374904'],Irrelevant
35038,['6560368'],Irrelevant
56092,['5217417'],Irrelevant
84849,['3041556'],Irrelevant
70402,['4182336'],Irrelevant
41821,['6174542'],Irrelevant
51858,['5642659'],Irrelevant
46686,['6039311'],Irrelevant
82944,['2940818'],Irrelevant
80461,['7114352'],Irrelevant
87386,['7129551'],Irrelevant
39918,['6300501'],Irrelevant
64664,['4621947'],Irrelevant
48078,['5875998'],Irrelevant
54293,['5463548'],Irrelevant
61574,['4777741'],Irrelevant
82383,['3268452'],Irrelevant
25208,['7292800'],Irrelevant
18473,['7458310'],Irrelevant
31609,['6753520'],Irrelevant
36167,['6499538'],Irrelevant
37216,['6431001'],Irrelevant
72193,['3958437'],Irrelevant
49868,['5658955'],Irrelevant
57827,['5166303'],Irrelevant
41985,['6249438'],Irrelevant
10498,['7896087'],Irrelevant
35243,['6538970'],Irrelevant
84382,['2815953'],Irrelevant
48730,['5815808'],Irrelevant
80341,['3235109'],Irrelevant
25149,['7139904'],Irrelevant
58250,['5356580'],Irrelevant
65963,['4458042'],Irrelevant
23864,['7295647'],Irrelevant
35442,['6635981'],Irrelevant
7917,['8085521'],Irrelevant
11241,['7862260'],Irrelevant
78366,['3424006'],Irrelevant
1487,['8439540'],Irrelevant
39090,['6359350'],Irrelevant
45170,['5964150'],Irrelevant
20282,['7374094'],Irrelevant
64208,['4638062'],Irrelevant
20158,['7377454'],Irrelevant
34144,['6719658'],Irrelevant
66622,['4409341'],Irrelevant
77500,['3506586'],Irrelevant
87773,['7159663'],Irrelevant
17047,['7756582'],Irrelevant
53946,['5397669'],Irrelevant
32462,['6857194'],Irrelevant
51781,['7088960'],Irrelevant
85520,['2426714'],Irrelevant
61196,['4825170'],Irrelevant
44431,['6013897'],Irrelevant
3012,['8353904'],Irrelevant
64317,['4583139'],Irrelevant
84603,['2727339'],Irrelevant
29838,['6856170'],Irrelevant
43674,['6056455'],Irrelevant
28979,['6958467'],Irrelevant
77167,['3534101'],Irrelevant
85033,['7126966'],Irrelevant
35555,['6563210'],Irrelevant
30055,['6912532'],Irrelevant
2938,['8367192'],Irrelevant
70268,['4127659'],Irrelevant
67756,['4330177'],Irrelevant
77883,['3469486'],Irrelevant
55523,['5296661'],Irrelevant
67142,['4370653'],Irrelevant
37953,['6391916'],Irrelevant
30723,['6843547'],Irrelevant
75728,['3674376'],Irrelevant
63925,['4608130'],Irrelevant
46259,['5883281'],Irrelevant
24264,['7158011'],Irrelevant
84903,['2637921'],Irrelevant
21283,['7325846'],Irrelevant
79113,['3368168'],Irrelevant
49852,['6150416'],Irrelevant
65516,['4493365'],Irrelevant
62070,['4772438'],Irrelevant
36760,['6448226'],Irrelevant
62327,['4727348'],Irrelevant
34725,['6572718'],Irrelevant
32967,['6721703'],Irrelevant
3349,['8314018'],Irrelevant
43702,['6054730'],Irrelevant
85670,['2698721'],Irrelevant
87080,['1065110'],Irrelevant
80578,['3233614'],Irrelevant
54636,['5427892'],Irrelevant
52522,['5567944'],Irrelevant
5397,['8232630'],Irrelevant
74440,['3886928'],Irrelevant
12417,['7805169'],Irrelevant
34181,['6617429'],Irrelevant
85178,['2630735'],Irrelevant
4065,['8303231'],Irrelevant
38566,['6360791'],Irrelevant
80824,['3184967'],Irrelevant
39139,['6337019'],Irrelevant
6483,['8176227'],Irrelevant
86780,['1274316'],Irrelevant
56085,['5388096'],Irrelevant
40384,['6260694'],Irrelevant
68523,['4263409'],Irrelevant
69210,['4207824'],Irrelevant
35914,['6498633'],Irrelevant
68092,['4311514'],Irrelevant
13599,['7764966'],Irrelevant
59724,['5047394'],Irrelevant
40679,['6240042'],Irrelevant
25219,['7142881'],Irrelevant
5058,['8225787'],Irrelevant
56144,['5209328'],Irrelevant
23696,['7246889'],Irrelevant
41795,['6172801'],Irrelevant
68398,['5345410'],Irrelevant
86326,['2360754'],Irrelevant
17743,['7524881'],Irrelevant
45828,['5998907'],Irrelevant
31740,['6770416'],Irrelevant
52979,['5462797'],Irrelevant
25023,['7170647'],Irrelevant
18339,['7487765'],Irrelevant
59721,['4914505'],Irrelevant
17024,['7530673'],Irrelevant
81788,['3116513'],Irrelevant
492,['8486040'],Irrelevant
1512,['8438524'],Irrelevant
65660,['4536816'],Irrelevant
84057,['2776972'],Irrelevant
16508,['7602102'],Irrelevant
85099,['2635648'],Irrelevant
83460,['2858211'],Irrelevant
7332,['8145927'],Irrelevant
24685,['7170354'],Irrelevant
85645,['2267814'],Irrelevant
25792,['7064771'],Irrelevant
53045,['5461004'],Irrelevant
84686,['2687029'],Irrelevant
40527,['6251228'],Irrelevant
42387,['6144952'],Irrelevant
51823,['6418614'],Irrelevant
63205,['4663067'],Irrelevant
299,['8499417'],Irrelevant
48736,['5732528'],Irrelevant
5639,['8227211'],Irrelevant
50743,['5598944'],Irrelevant
11030,['7934849'],Irrelevant
7260,['8147262'],Irrelevant
69253,['4203727'],Irrelevant
70299,['4284394'],Irrelevant
57834,['5124253'],Irrelevant
10349,['7902527'],Irrelevant
11756,['7852260'],Irrelevant
78775,['3630730'],Irrelevant
61908,['4756111'],Irrelevant
55979,['5227989'],Irrelevant
84885,['2639705'],Irrelevant
86761,['7087652'],Irrelevant
35157,['6548814'],Irrelevant
5154,['8242242'],Irrelevant
8932,['8063824'],Irrelevant
29889,['6853642'],Irrelevant
47011,['6175699'],Irrelevant
72188,['3976924'],Irrelevant
8479,['8065490'],Irrelevant
56898,['5120842'],Irrelevant
78492,['6268716'],Irrelevant
1556,['8433040'],Irrelevant
10674,['7919809'],Irrelevant
25753,['7057547'],Irrelevant
27077,['7040826'],Irrelevant
53951,['6154547'],Irrelevant
31784,['6753632'],Irrelevant
4586,['8238775'],Irrelevant
80378,['3230620'],Irrelevant
7787,['8074237'],Irrelevant
80111,['3257838'],Irrelevant
65858,['4551337'],Irrelevant
4810,['8225658'],Irrelevant
24555,['7138830'],Irrelevant
42106,['6159798'],Irrelevant
17586,['7940651'],Irrelevant
77118,['3881809'],Irrelevant
80568,['3213111'],Irrelevant
66069,['4518108'],Irrelevant
66269,['4530727'],Irrelevant
47234,['6017752'],Irrelevant
41495,['6192587'],Irrelevant
69162,['4245557'],Irrelevant
28514,['6929930'],Irrelevant
65259,['4513160'],Irrelevant
68632,['4256204'],Irrelevant
21907,['7325963'],Irrelevant
73887,['3815198'],Irrelevant
78002,['3471614'],Irrelevant
86031,['1919426'],Irrelevant
41602,['6613330'],Irrelevant
54424,['5368637'],Irrelevant
59438,['4932723'],Irrelevant
87522,['2732471'],Irrelevant
16729,['7549499'],Irrelevant
44799,['6008883'],Irrelevant
62223,['4779343'],Irrelevant
18430,['7454053'],Irrelevant
26738,['7104933'],Irrelevant
15733,['7662581'],Irrelevant
35844,['6502344'],Irrelevant
51786,['5598878'],Irrelevant
56427,['5159790'],Irrelevant
73741,['3828155'],Irrelevant
65562,['4490852'],Irrelevant
4265,['8297831'],Irrelevant
39490,['6417824'],Irrelevant
80300,['3241703'],Irrelevant
43759,['6056399'],Irrelevant
82980,['3007618'],Irrelevant
23117,['7281391'],Irrelevant
37723,['6399215'],Irrelevant
32912,['6688804'],Irrelevant
59996,['4892626'],Irrelevant
57426,['5078685'],Irrelevant
74795,['3745409'],Irrelevant
63163,['4752686'],Irrelevant
50535,['5615212'],Irrelevant
71262,['4058207'],Irrelevant
30180,['6830779'],Irrelevant
87196,['3323286'],Irrelevant
43348,['6082322'],Irrelevant
33127,['6676518'],Irrelevant
36714,['6455127'],Irrelevant
39346,['6323671'],Irrelevant
44722,['6003257'],Irrelevant
42333,['6137747'],Irrelevant
23034,['7229202'],Irrelevant
60221,['4878000'],Irrelevant
9829,['7935224'],Irrelevant
37183,['7123202'],Irrelevant
69421,['4189791'],Irrelevant
16661,['7553599'],Irrelevant
49482,['6207043'],Irrelevant
19117,['7452210'],Irrelevant
59114,['4960887'],Irrelevant
41560,['6189041'],Irrelevant
77494,['3528118'],Irrelevant
57873,['5064153'],Irrelevant
24972,['7118346'],Irrelevant
38771,['6352346'],Irrelevant
39788,['6311363'],Irrelevant
67660,['4334970'],Irrelevant
66102,['4451908'],Irrelevant
38712,['6387102'],Irrelevant
70687,['4094889'],Irrelevant
763,['8471715'],Irrelevant
54742,['5495851'],Irrelevant
27671,['7024219'],Irrelevant
59537,['4927627'],Irrelevant
68108,['4326287'],Irrelevant
86383,['2721989'],Irrelevant
1559,['8428841'],Irrelevant
56734,['5248592'],Irrelevant
9015,['7988114'],Irrelevant
6516,['8173545'],Irrelevant
49409,['5690335'],Irrelevant
22299,['7264971'],Irrelevant
2621,['8388781'],Irrelevant
23105,['7292697'],Irrelevant
50345,['5819037'],Irrelevant
80855,['3225105'],Irrelevant
61838,['4761161'],Irrelevant
66908,['4417202'],Irrelevant
70313,['7112687'],Irrelevant
20607,['7400432'],Irrelevant
74915,['5525159'],Irrelevant
53403,['5450709'],Irrelevant
68521,['4263727'],Irrelevant
42716,['6125357'],Irrelevant
72393,['3973989'],Irrelevant
56850,['5124282'],Irrelevant
60600,['4869593'],Irrelevant
51559,['5577334'],Irrelevant
40700,['6249422'],Irrelevant
9410,['7999727'],Irrelevant
45949,['5936886'],Irrelevant
19838,['7392309'],Irrelevant
52195,['5529656'],Irrelevant
59001,['4976230'],Irrelevant
74704,['3765974'],Irrelevant
54591,['5359920'],Irrelevant
83386,['2881073'],Irrelevant
83551,['2848615'],Irrelevant
75610,['3679743'],Irrelevant
44408,['6030837'],Irrelevant
76531,['3585963'],Irrelevant
83858,['2979876'],Irrelevant
65887,['4496717'],Irrelevant
16829,['7546034'],Irrelevant
65295,['4513084'],Irrelevant
27406,['6986241'],Irrelevant
75217,['3706528'],Irrelevant
62767,['4712416'],Irrelevant
71803,['3989316'],Irrelevant
16002,['7644790'],Irrelevant
36643,['6452002'],Irrelevant
39057,['6680344'],Irrelevant
65092,['4523193'],Irrelevant
66573,['4436058'],Irrelevant
85540,['2374894'],Irrelevant
52221,['5620629'],Irrelevant
6925,['8125079'],Irrelevant
85412,['7114651'],Irrelevant
62243,['4732671'],Irrelevant
60800,['4837367'],Irrelevant
16095,['7579815'],Irrelevant
2249,['8400320'],Irrelevant
56413,['5226412'],Irrelevant
74619,['3810904'],Irrelevant
74125,['3796530'],Irrelevant
23551,['7193806'],Irrelevant
56307,['5180399'],Irrelevant
1569,['8425062'],Irrelevant
31639,['6766060'],Irrelevant
45665,['5981931'],Irrelevant
49946,['5655113'],Irrelevant
34173,['6678196'],Irrelevant
41118,['6213784'],Irrelevant
83036,['7122048'],Irrelevant
64351,['4600120'],Irrelevant
57672,['5061872'],Irrelevant
49059,['5708255'],Irrelevant
52155,['6152127'],Irrelevant
66281,['4437202'],Irrelevant
58684,['4992280'],Irrelevant
39313,['6325251'],Irrelevant
87041,['539331'],Irrelevant
30737,['6818117'],Irrelevant
71143,['4072883'],Irrelevant
79139,['3412693'],Irrelevant
5552,['8228877'],Irrelevant
18088,['7556023'],Irrelevant
22962,['7232842'],Irrelevant
51574,['5548838'],Irrelevant
38614,['6563734'],Irrelevant
31691,['6759998'],Irrelevant
54723,['5348022'],Irrelevant
40871,['6226501'],Irrelevant
39599,['6307245'],Irrelevant
5601,['8227935'],Irrelevant
31820,['6749775'],Irrelevant
84160,['2759519'],Irrelevant
81237,['3152473'],Irrelevant
63982,['4605126'],Irrelevant
38753,['6361800'],Irrelevant
18985,['7444592'],Irrelevant
88017,['7103227'],Irrelevant
58657,['4993479'],Irrelevant
62008,['4750931'],Irrelevant
61350,['5829440'],Irrelevant
40284,['6331114'],Irrelevant
27898,['6989609'],Irrelevant
6570,['8161146'],Irrelevant
61802,['4764602'],Irrelevant
39272,['6326757'],Irrelevant
8272,['8035266'],Irrelevant
34957,['6550365'],Irrelevant
17978,['7786584'],Irrelevant
64652,['4669869'],Irrelevant
86489,['1534044'],Irrelevant
51406,['5563806'],Irrelevant
86515,['1513579'],Irrelevant
31760,['6822910'],Irrelevant
2062,['8406936'],Irrelevant
49791,['5666152'],Irrelevant
80479,['3276609'],Irrelevant
62125,['4855988'],Irrelevant
85950,['2323292'],Irrelevant
8996,['8004823'],Irrelevant
79352,['3346901'],Irrelevant
64057,['4626716'],Irrelevant
11909,['7822546'],Irrelevant
87502,['7102244'],Irrelevant
69496,['4385574'],Irrelevant
73301,['4584580'],Irrelevant
54843,['5339274'],Irrelevant
50415,['5622086'],Irrelevant
60446,['4861718'],Irrelevant
81219,['3190360'],Irrelevant
23431,['7223152'],Irrelevant
44955,['5978884'],Irrelevant
65902,['4551011'],Irrelevant
56322,['5259968'],Irrelevant
73673,['4302318'],Irrelevant
72077,['4014728'],Irrelevant
67622,['4362823'],Irrelevant
70047,['4156627'],Irrelevant
56597,['5142283'],Irrelevant
86266,['1779805'],Irrelevant
21956,['7312509'],Irrelevant
66336,['4431754'],Irrelevant
46396,['5883451'],Irrelevant
72987,['3895257'],Irrelevant
65983,['4457541'],Irrelevant
73788,['3823867'],Irrelevant
3715,['8314890'],Irrelevant
78266,['3413881'],Irrelevant
28800,['6908612'],Irrelevant
80978,['3179957'],Irrelevant
50975,['5598251'],Irrelevant
41353,['6199293'],Irrelevant
58675,['5110932'],Irrelevant
31003,['6785887'],Irrelevant
54157,['5719815'],Irrelevant
86838,['7135564'],Irrelevant
64107,['4606436'],Irrelevant
26161,['7036172'],Irrelevant
13259,['7786432'],Irrelevant
39241,['6379637'],Irrelevant
31741,['6770333'],Irrelevant
62529,['4706831'],Irrelevant
11946,['7859650'],Irrelevant
41394,['6201792'],Irrelevant
40060,['6316124'],Irrelevant
74587,['3759467'],Irrelevant
11566,['7866271'],Irrelevant
79104,['3362595'],Irrelevant
47104,['5830580'],Irrelevant
41172,['6207721'],Irrelevant
81298,['3139631'],Irrelevant
52208,['5507475'],Irrelevant
75150,['3728100'],Irrelevant
64519,['5089371'],Irrelevant
55720,['5263135'],Irrelevant
78975,['3372949'],Irrelevant
11364,['7884335'],Irrelevant
54063,['5499823'],Irrelevant
85715,['3865671'],Irrelevant
72509,['3940030'],Irrelevant
61494,['4863584'],Irrelevant
53700,['5644305'],Irrelevant
86653,['1382232'],Irrelevant
43818,['6073415'],Irrelevant
48673,['5736691'],Irrelevant
39292,['6356551'],Irrelevant
45002,['6010329'],Irrelevant
77869,['3481395'],Irrelevant
76908,['3554667'],Irrelevant
73140,['3932392'],Irrelevant
25330,['7152830'],Irrelevant
82085,['3166004'],Irrelevant
72912,['3899226'],Irrelevant
16098,['7959497'],Irrelevant
3714,['8314895'],Irrelevant
57883,['5043344'],Irrelevant
43094,['6094058'],Irrelevant
68882,['4236161'],Irrelevant
74188,['3792907'],Irrelevant
35095,['6628176'],Irrelevant
67978,['4324114'],Irrelevant
77196,['3591170'],Irrelevant
4734,['8268279'],Irrelevant
77435,['3511582'],Irrelevant
55683,['5383165'],Irrelevant
11144,['7893104'],Irrelevant
49267,['5701486'],Irrelevant
49229,['6149763'],Irrelevant
81589,['3358216'],Irrelevant
55746,['5263243'],Irrelevant
20044,['7382080'],Irrelevant
84254,['2752225'],Irrelevant
9704,['7982455'],Irrelevant
85311,['3768449'],Irrelevant
66825,['4391916'],Irrelevant
47238,['5855331'],Irrelevant
85072,['2651460'],Irrelevant
68208,['4302969'],Irrelevant
36239,['6523822'],Irrelevant
36003,['6540064'],Irrelevant
72151,['3962370'],Irrelevant
62045,['4924694'],Irrelevant
23733,['7189371'],Irrelevant
29462,['6925328'],Irrelevant
10111,['8126820'],Irrelevant
35722,['6532320'],Irrelevant
73624,['4222882'],Irrelevant
6314,['8159972'],Irrelevant
56046,['5221488'],Irrelevant
70839,['4089486'],Irrelevant
24902,['7230525'],Irrelevant
69260,['4338525'],Irrelevant
77206,['3531445'],Irrelevant
34518,['6584650'],Irrelevant
12386,['7835886'],Irrelevant
65608,['4557147'],Irrelevant
56276,['5361133'],Irrelevant
33719,['6703149'],Irrelevant
45645,['5930636'],Irrelevant
85407,['2488194'],Irrelevant
12032,['7829130'],Irrelevant
74910,['3735552'],Irrelevant
78086,['3518758'],Irrelevant
42928,['6113382'],Irrelevant
31813,['6759198'],Irrelevant
67798,['4330929'],Irrelevant
13516,['7770222'],Irrelevant
39923,['6294141'],Irrelevant
64374,['5041345'],Irrelevant
64562,['4586541'],Irrelevant
74893,['3737140'],Irrelevant
84483,['2700268'],Irrelevant
20194,['7418837'],Irrelevant
54406,['5369031'],Irrelevant
45915,['6063762'],Irrelevant
56966,['6273708'],Irrelevant
57981,['5119564'],Irrelevant
9891,['7931162'],Irrelevant
39853,['6296117'],Irrelevant
74468,['3854800'],Irrelevant
23451,['7200671'],Irrelevant
78480,['3580708'],Irrelevant
10731,['7890742'],Irrelevant
81494,['3116901'],Irrelevant
39880,['6320000'],Irrelevant
66982,['4378461'],Irrelevant
46640,['5859527'],Irrelevant
51068,['5580294'],Irrelevant
86856,['3320483'],Irrelevant
71725,['3995961'],Irrelevant
15357,['7674718'],Irrelevant
32301,['6715636'],Irrelevant
86516,['1513249'],Irrelevant
16782,['7541823'],Irrelevant
33656,['6629854'],Irrelevant
46428,['5882869'],Irrelevant
61343,['4798250'],Irrelevant
10166,['7924117'],Irrelevant
21656,['7406460'],Irrelevant
43022,['6164522'],Irrelevant
24657,['7126168'],Irrelevant
12777,['7786486'],Irrelevant
5030,['8246890'],Irrelevant
8408,['8055967'],Irrelevant
69154,['4218902'],Irrelevant
72356,['4023553'],Irrelevant
69911,['4293612'],Irrelevant
25056,['7179312'],Irrelevant
24715,['7244826'],Irrelevant
9556,['7948171'],Irrelevant
21817,['7310691'],Irrelevant
24228,['7176021'],Irrelevant
43180,['6099272'],Irrelevant
65121,['4517706'],Irrelevant
4897,['8203089'],Irrelevant
8070,['8047037'],Irrelevant
15139,['7783801'],Irrelevant
77134,['3661145'],Irrelevant
40872,['6226479'],Irrelevant
25947,['7058972'],Irrelevant
52451,['5595108'],Irrelevant
49623,['5675380'],Irrelevant
63294,['4657295'],Irrelevant
2484,['8393448'],Irrelevant
77674,['5781210'],Irrelevant
22600,['7251866'],Irrelevant
17584,['7501053'],Irrelevant
27370,['6980490'],Irrelevant
29070,['6915100'],Irrelevant
3712,['8315045'],Irrelevant
86900,['3367606'],Irrelevant
82489,['3026333'],Irrelevant
83283,['2898818'],Irrelevant
36975,['6446510'],Irrelevant
50165,['5638413'],Irrelevant
43076,['6094916'],Irrelevant
34911,['6550384'],Irrelevant
48306,['5760510'],Irrelevant
17592,['7570493'],Irrelevant
20764,['7346426'],Irrelevant
22309,['7609084'],Irrelevant
76284,['3645667'],Irrelevant
84800,['2672634'],Irrelevant
70806,['4073837'],Irrelevant
39504,['6340217'],Irrelevant
78538,['3388023'],Irrelevant
21420,['7351368'],Irrelevant
36259,['6514785'],Irrelevant
30305,['6862589'],Irrelevant
87473,['2732508'],Irrelevant
52312,['5501492'],Irrelevant
54748,['5438666'],Irrelevant
84278,['3224680'],Irrelevant
45766,['5932164'],Irrelevant
3225,['8323448'],Irrelevant
62706,['4704195'],Irrelevant
81662,['3397408'],Irrelevant
19973,['7386580'],Irrelevant
74676,['3756052'],Irrelevant
16742,['7542564'],Irrelevant
38095,['6391936'],Irrelevant
87337,['7125964'],Irrelevant
77962,['3518915'],Irrelevant
44125,['6029768'],Irrelevant
41009,['6274695'],Irrelevant
6725,['8160460'],Irrelevant
87349,['222926'],Irrelevant
81951,['3079650'],Irrelevant
69893,['4152127'],Irrelevant
47029,['5985192'],Irrelevant
86826,['3310630'],Irrelevant
35151,['6549495'],Irrelevant
40024,['6296285'],Irrelevant
1298,['8390669'],Irrelevant
36672,['6460967'],Irrelevant
54934,['5333114'],Irrelevant
36144,['6483335'],Irrelevant
42769,['6114054'],Irrelevant
60523,['4862354'],Irrelevant
19377,['7460980'],Irrelevant
48198,['5765126'],Irrelevant
86397,['7135107'],Irrelevant
7392,['8146457'],Irrelevant
61148,['4814524'],Irrelevant
33026,['6691149'],Irrelevant
48437,['5800433'],Irrelevant
20336,['7369464'],Irrelevant
59094,['5349013'],Irrelevant
28756,['6909518'],Irrelevant
80486,['3221664'],Irrelevant
71953,['3976387'],Irrelevant
81862,['3076382'],Irrelevant
70318,['4155111'],Irrelevant
24370,['7150595'],Irrelevant
15210,['7697534'],Irrelevant
43936,['6839830'],Irrelevant
312,['8495852'],Irrelevant
83694,['2875495'],Irrelevant
2208,['8401462'],Irrelevant
23140,['7220565'],Irrelevant
36819,['6444642'],Irrelevant
25469,['7080700'],Irrelevant
44040,['6235466'],Irrelevant
4892,['8232531'],Irrelevant
3703,['8299687'],Irrelevant
73135,['3880287'],Irrelevant
60092,['4885823'],Irrelevant
37923,['6429473'],Irrelevant
33491,['6646366'],Irrelevant
77069,['3576228'],Irrelevant
24654,['7140725'],Irrelevant
74359,['3841786'],Irrelevant
9170,['8050732'],Irrelevant
7798,['8068479'],Irrelevant
83961,['2802002'],Irrelevant
31680,['6770586'],Irrelevant
25019,['7180854'],Irrelevant
78416,['3482572'],Irrelevant
22301,['7888523'],Irrelevant
81590,['3358215'],Irrelevant
80399,['3484772'],Irrelevant
54357,['5387667'],Irrelevant
42641,['6169170'],Irrelevant
34898,['6600968'],Irrelevant
81136,['3166935'],Irrelevant
78915,['3441358'],Irrelevant
8770,['8037661'],Irrelevant
67097,['4996398'],Irrelevant
29705,['6966422'],Irrelevant
24450,['7145143'],Irrelevant
83503,['2860134'],Irrelevant
50121,['7112133'],Irrelevant
1358,['8449500'],Irrelevant
63228,['4822178'],Irrelevant
77773,['3506477'],Irrelevant
47988,['5788108'],Irrelevant
56933,['5458535'],Irrelevant
76341,['3602589'],Irrelevant
2745,['8382692'],Irrelevant
47374,['5836086'],Irrelevant
35346,['6562513'],Irrelevant
68249,['4375700'],Irrelevant
37655,['6478593'],Irrelevant
81014,['3202116'],Irrelevant
72787,['3976753'],Irrelevant
84187,['2797422'],Irrelevant
38560,['6361950'],Irrelevant
48443,['5772036'],Irrelevant
8522,['8017464'],Irrelevant
53324,['5443026'],Irrelevant
13764,['7731785'],Irrelevant
78763,['3405507'],Irrelevant
85148,['7114317'],Irrelevant
18238,['7471576'],Irrelevant
46600,['5874193'],Irrelevant
84575,['2736665'],Irrelevant
20318,['7381770'],Irrelevant
23768,['7184772'],Irrelevant
5909,['8209703'],Irrelevant
24498,['7141668'],Irrelevant
52218,['5850738'],Irrelevant
65246,['4514454'],Irrelevant
7820,['8089478'],Irrelevant
81269,['3147118'],Irrelevant
1190,['8461230'],Irrelevant
13048,['7803133'],Irrelevant
16341,['7589289'],Irrelevant
70348,['4228778'],Irrelevant
77931,['3502332'],Irrelevant
7955,['8054754'],Irrelevant
31316,['6825000'],Irrelevant
14986,['7696410'],Irrelevant
45777,['5923098'],Irrelevant
65768,['4479441'],Irrelevant
